Zona;Latitudine;Longitudine;Orario;Volume Traffico;Velocità Media (km/h);Eventuali Rallentamenti;PM10 (μg/m³);NO2 (μg/m³);O3 (μg/m³);AQI;Bus
torre maura (mc);41.842.225;12.587.555;12:00-13:00;301;36;Moderati;23;28;42;31;557
torre maura (mc);41.842.225;12.587.555;18:00-19:00;927;15;Elevati;38;36;46;40;557
subaugusta (ma);41.913.043;12.465.538;08:00-09:00;924;16;Elevati;38;34;30;34;558
subaugusta (ma);41.913.043;12.465.538;12:00-13:00;403;32;Moderati;35;37;44;38;558
subaugusta (ma);41.913.043;12.465.538;18:00-19:00;784;24;Elevati;39;32;47;39;558
p.za cardinali;41.906.674.647.601.300;12.587.020.964.671.300;08:00-09:00;846;18;Elevati;28;36;44;36;557
p.za cardinali;41.906.674.647.601.300;12.587.020.964.671.300;12:00-13:00;412;39;Moderati;27;37;30;31;557
p.za cardinali;41.906.674.647.601.300;12.587.020.964.671.300;18:00-19:00;726;22;Elevati;25;38;36;33;557
gardenie (mc);41.842.363;12.587.308;08:00-09:00;944;20;Elevati;37;37;37;37;558
gardenie (mc);41.842.363;12.587.308;12:00-13:00;325;35;Moderati;24;25;38;29;558
gardenie (mc);41.842.363;12.587.308;18:00-19:00;885;20;Elevati;34;33;37;34;558
subaugusta (ma);41.911.022;12.466.472;08:00-09:00;737;15;Elevati;24;29;38;30;558
subaugusta (ma);41.911.022;12.466.472;12:00-13:00;300;38;Moderati;32;29;49;36;558
subaugusta (ma);41.911.022;12.466.472;18:00-19:00;982;22;Elevati;20;33;36;29;558
anagnina (ma);41.842.390;12.587.238;08:00-09:00;812;16;Elevati;36;35;39;36;559
anagnina (ma);41.842.390;12.587.238;12:00-13:00;330;31;Moderati;36;35;36;35;559
anagnina (ma);41.842.390;12.587.238;18:00-19:00;933;19;Elevati;34;34;44;37;559
cinecittà (ma);4.175.170.547.343.480;12.366.353.195.629.700;08:00-09:00;868;20;Elevati;22;39;39;33;590
cinecittà (ma);4.175.170.547.343.480;12.366.353.195.629.700;12:00-13:00;346;34;Moderati;27;29;35;30;590
cinecittà (ma);4.175.170.547.343.480;12.366.353.195.629.700;18:00-19:00;874;20;Elevati;37;27;49;37;590
p.za risorgimento;41.842.312;12.587.400;08:00-09:00;979;23;Elevati;24;36;47;35;590
p.za risorgimento;41.842.312;12.587.400;12:00-13:00;372;31;Moderati;26;28;44;32;590
p.za risorgimento;41.842.312;12.587.400;18:00-19:00;723;18;Elevati;37;26;49;37;590
cinecittà (ma);41.974.145.290.912.100;12.545.546.882.574.900;08:00-09:00;767;18;Elevati;30;31;33;31;590
cinecittà (ma);41.974.145.290.912.100;12.545.546.882.574.900;12:00-13:00;471;32;Moderati;29;33;37;33;590
cinecittà (ma);41.974.145.290.912.100;12.545.546.882.574.900;18:00-19:00;810;20;Elevati;21;25;40;28;590
foro italico;41.842.458;12.587.108;08:00-09:00;944;16;Elevati;28;36;35;33;628
foro italico;41.842.458;12.587.108;12:00-13:00;366;39;Moderati;34;29;45;36;628
foro italico;41.842.458;12.587.108;18:00-19:00;945;23;Elevati;25;29;42;32;628
q.re appio latino;4.189.697.696.940.780;12.548.618.133.124.800;08:00-09:00;869;21;Elevati;39;30;38;35;628
q.re appio latino;4.189.697.696.940.780;12.548.618.133.124.800;12:00-13:00;415;36;Moderati;30;33;40;34;628
q.re appio latino;4.189.697.696.940.780;12.548.618.133.124.800;18:00-19:00;711;17;Elevati;23;34;42;33;628
tiburtina (mb-fs);41.957.860.055.906.800;12.499.701.500.622.600;08:00-09:00;726;24;Elevati;39;37;39;38;649
tiburtina (mb-fs);41.957.860.055.906.800;12.499.701.500.622.600;12:00-13:00;437;38;Moderati;36;28;44;36;649
tiburtina (mb-fs);41.957.860.055.906.800;12.499.701.500.622.600;18:00-19:00;974;24;Elevati;24;39;31;31;649
policlinico (h);4.171.524.169.600.980;12.244.769.360.031.000;08:00-09:00;876;15;Elevati;35;38;40;37;649
policlinico (h);4.171.524.169.600.980;12.244.769.360.031.000;12:00-13:00;452;39;Moderati;35;32;33;33;649
policlinico (h);4.171.524.169.600.980;12.244.769.360.031.000;18:00-19:00;735;23;Elevati;27;37;34;32;649
termini (ma-mb-fs);41.938.914.469.983.400;12.540.275.999.388.300;08:00-09:00;757;16;Elevati;35;31;44;36;714
termini (ma-mb-fs);41.938.914.469.983.400;12.540.275.999.388.300;12:00-13:00;452;38;Moderati;22;32;30;28;714
termini (ma-mb-fs);41.938.914.469.983.400;12.540.275.999.388.300;18:00-19:00;963;16;Elevati;26;39;33;32;714
p.za zama;4.184.217.010.362.900;12.568.022.226.550.000;08:00-09:00;743;20;Elevati;37;25;48;36;649
p.za zama;4.184.217.010.362.900;12.568.022.226.550.000;12:00-13:00;488;38;Moderati;31;28;38;32;649
p.za zama;4.184.217.010.362.900;12.568.022.226.550.000;18:00-19:00;888;23;Elevati;34;38;49;40;649
circolare osteria del curato;419.884.885.556.528;12.308.012.868.809.200;08:00-09:00;717;17;Elevati;32;31;41;34;654
circolare osteria del curato;419.884.885.556.528;12.308.012.868.809.200;12:00-13:00;448;33;Moderati;30;29;39;32;654
circolare osteria del curato;419.884.885.556.528;12.308.012.868.809.200;18:00-19:00;949;23;Elevati;35;35;35;35;654
statuario;4.196.757.488.445.040;12.543.334.546.776.100;08:00-09:00;822;19;Elevati;37;33;30;33;654
statuario;4.196.757.488.445.040;12.543.334.546.776.100;12:00-13:00;451;36;Moderati;29;39;41;36;654
statuario;4.196.757.488.445.040;12.543.334.546.776.100;18:00-19:00;922;18;Elevati;20;28;48;32;654
colli albani (ma);4.178.347.790.688.720;12.300.310.245.976.300;08:00-09:00;801;16;Elevati;37;38;31;35;664
colli albani (ma);4.178.347.790.688.720;12.300.310.245.976.300;12:00-13:00;333;33;Moderati;26;27;37;30;664
colli albani (ma);4.178.347.790.688.720;12.300.310.245.976.300;18:00-19:00;769;19;Elevati;28;25;37;30;664
q.re capannelle;417.137.570.541.802;12.229.660.627.661.000;08:00-09:00;802;21;Elevati;33;34;32;33;664
q.re capannelle;417.137.570.541.802;12.229.660.627.661.000;12:00-13:00;380;32;Moderati;28;28;31;29;664
q.re capannelle;417.137.570.541.802;12.229.660.627.661.000;18:00-19:00;863;15;Elevati;21;36;43;33;664
circolare sx san leonardo murialdo;418.306.620.857.141;12.578.097.209.540.400;08:00-09:00;806;23;Elevati;23;33;39;31;669
circolare sx san leonardo murialdo;418.306.620.857.141;12.578.097.209.540.400;12:00-13:00;422;39;Moderati;27;33;43;34;669
circolare sx san leonardo murialdo;418.306.620.857.141;12.578.097.209.540.400;18:00-19:00;992;18;Elevati;36;27;44;35;669
montagnola;4.196.230.338.579.630;12.501.456.592.680.500;08:00-09:00;724;17;Elevati;31;25;40;32;671
montagnola;4.196.230.338.579.630;12.501.456.592.680.500;12:00-13:00;430;30;Moderati;24;33;38;31;671
montagnola;4.196.230.338.579.630;12.501.456.592.680.500;18:00-19:00;848;20;Elevati;28;39;33;33;671
garbatella;41.934.083.254.407.600;12.485.793.368.707.200;08:00-09:00;764;23;Elevati;34;32;44;36;792
garbatella;41.934.083.254.407.600;12.485.793.368.707.200;12:00-13:00;427;39;Moderati;24;28;34;28;792
garbatella;41.934.083.254.407.600;12.485.793.368.707.200;18:00-19:00;794;19;Elevati;39;39;39;39;792
san paolo;4.178.078.467.033.170;12.330.612.794.601.400;08:00-09:00;895;17;Elevati;26;37;35;32;792
san paolo;4.178.078.467.033.170;12.330.612.794.601.400;12:00-13:00;465;34;Moderati;23;37;44;34;792
san paolo;4.178.078.467.033.170;12.330.612.794.601.400;18:00-19:00;986;19;Elevati;25;26;41;30;792
circolare dx san leonardo murialdo;41.764.443.023.005.200;12.590.063.127.770.600;08:00-09:00;957;17;Elevati;27;39;49;38;670
circolare dx san leonardo murialdo;41.764.443.023.005.200;12.590.063.127.770.600;12:00-13:00;369;38;Moderati;28;31;45;34;670
circolare dx san leonardo murialdo;41.764.443.023.005.200;12.590.063.127.770.600;18:00-19:00;750;16;Elevati;21;33;40;31;670
san paolo;4.187.913.298.208.670;12.459.467.040.381.600;08:00-09:00;931;16;Elevati;36;35;32;34;792
san paolo;4.187.913.298.208.670;12.459.467.040.381.600;12:00-13:00;459;34;Moderati;23;38;35;32;792
san paolo;4.187.913.298.208.670;12.459.467.040.381.600;18:00-19:00;912;23;Elevati;39;38;49;42;792
garbatella;417.211.459.708.931;12.229.989.320.027.200;08:00-09:00;817;17;Elevati;24;38;40;34;792
garbatella;417.211.459.708.931;12.229.989.320.027.200;12:00-13:00;372;31;Moderati;36;39;48;41;792
garbatella;417.211.459.708.931;12.229.989.320.027.200;18:00-19:00;965;23;Elevati;34;25;35;31;792
montagnola;4.171.148.316.816.180;12.372.217.647.406.200;08:00-09:00;954;24;Elevati;27;29;43;33;671
montagnola;4.171.148.316.816.180;12.372.217.647.406.200;12:00-13:00;374;30;Moderati;32;25;49;35;671
montagnola;4.171.148.316.816.180;12.372.217.647.406.200;18:00-19:00;805;21;Elevati;28;35;32;31;671
pala lottomatica;41.920.247;12.565.050;08:00-09:00;928;16;Elevati;22;35;41;32;791
pala lottomatica;41.920.247;12.565.050;12:00-13:00;429;33;Moderati;31;37;44;37;791
pala lottomatica;41.920.247;12.565.050;18:00-19:00;856;21;Elevati;22;29;47;32;791
montagnola;41.873.074.033.731.200;12.307.138.445.847.000;08:00-09:00;943;17;Elevati;22;30;34;28;671
montagnola;41.873.074.033.731.200;12.307.138.445.847.000;12:00-13:00;335;35;Moderati;39;27;42;36;671
montagnola;41.873.074.033.731.200;12.307.138.445.847.000;18:00-19:00;951;24;Elevati;36;35;38;36;671
arco di travertino (ma);4.192.499.008.432.320;12.365.153.645.810.000;08:00-09:00;803;23;Elevati;23;30;30;27;765
arco di travertino (ma);4.192.499.008.432.320;12.365.153.645.810.000;12:00-13:00;356;32;Moderati;29;35;47;37;765
arco di travertino (ma);4.192.499.008.432.320;12.365.153.645.810.000;18:00-19:00;770;17;Elevati;29;36;44;36;765
laurentina;41.919.860;12.565.525;08:00-09:00;799;15;Elevati;39;38;36;37;672
laurentina;41.919.860;12.565.525;12:00-13:00;377;37;Moderati;20;39;38;32;672
laurentina;41.919.860;12.565.525;18:00-19:00;939;17;Elevati;25;38;48;37;672
agricoltura;41.874.452;12.568.252;08:00-09:00;863;19;Elevati;26;32;41;33;724
agricoltura;41.874.452;12.568.252;12:00-13:00;482;38;Moderati;30;39;38;35;724
agricoltura;41.874.452;12.568.252;18:00-19:00;994;17;Elevati;22;25;49;32;724
spinaceto;41.920.216.803.743.100;12.250.100.731.851.900;08:00-09:00;892;24;Elevati;36;35;41;37;731
spinaceto;41.920.216.803.743.100;12.250.100.731.851.900;12:00-13:00;374;33;Moderati;39;31;31;33;731
spinaceto;41.920.216.803.743.100;12.250.100.731.851.900;18:00-19:00;781;21;Elevati;31;38;49;39;731
villaggio azzurro;41.844.577;12.484.155;08:00-09:00;782;20;Elevati;32;36;37;35;705
villaggio azzurro;41.844.577;12.484.155;12:00-13:00;311;31;Moderati;33;38;30;33;705
villaggio azzurro;41.844.577;12.484.155;18:00-19:00;871;23;Elevati;35;25;38;32;705
agricoltura;41.921.180;12.566.337;08:00-09:00;822;21;Elevati;32;27;48;35;724
agricoltura;41.921.180;12.566.337;12:00-13:00;442;35;Moderati;31;28;38;32;724
agricoltura;41.921.180;12.566.337;18:00-19:00;810;24;Elevati;28;37;41;35;724
torrino;41.874.340;12.569.863;08:00-09:00;866;24;Elevati;37;30;31;32;708
torrino;41.874.340;12.569.863;12:00-13:00;334;37;Moderati;25;31;36;30;708
torrino;41.874.340;12.569.863;18:00-19:00;939;19;Elevati;39;39;38;38;708
mostacciano;4.181.869.351.601.860;12.396.748.888.245.700;08:00-09:00;897;18;Elevati;30;29;33;30;700
mostacciano;4.181.869.351.601.860;12.396.748.888.245.700;12:00-13:00;364;32;Moderati;22;25;43;30;700
mostacciano;4.181.869.351.601.860;12.396.748.888.245.700;18:00-19:00;759;18;Elevati;29;29;49;35;700
san giovanni;41.920.433;12.565.558;08:00-09:00;856;16;Elevati;36;26;32;31;674
san giovanni;41.920.433;12.565.558;12:00-13:00;344;39;Moderati;28;27;45;33;674
san giovanni;41.920.433;12.565.558;18:00-19:00;725;18;Elevati;35;25;35;31;674
arco di travertino;41.874.648;12.570.390;08:00-09:00;799;21;Elevati;23;30;42;31;674
arco di travertino;41.874.648;12.570.390;12:00-13:00;332;35;Moderati;28;31;37;32;674
arco di travertino;41.874.648;12.570.390;18:00-19:00;845;22;Elevati;25;34;42;33;674
eur fermi (mb);41.920.578;12.565.643;08:00-09:00;777;20;Elevati;20;34;42;32;712
eur fermi (mb);41.920.578;12.565.643;12:00-13:00;487;34;Moderati;30;26;31;29;712
eur fermi (mb);41.920.578;12.565.643;18:00-19:00;840;19;Elevati;26;38;37;33;712
i.f.o. (h);41.874.515;12.568.033;08:00-09:00;916;17;Elevati;33;26;31;30;708
i.f.o. (h);41.874.515;12.568.033;12:00-13:00;488;32;Moderati;37;31;49;39;708
i.f.o. (h);41.874.515;12.568.033;18:00-19:00;850;21;Elevati;20;25;49;31;708
mostacciano;41.919.860;12.565.525;08:00-09:00;858;22;Elevati;32;36;37;35;700
mostacciano;41.919.860;12.565.525;12:00-13:00;372;38;Moderati;25;29;48;34;700
mostacciano;41.919.860;12.565.525;18:00-19:00;821;20;Elevati;37;36;34;35;700
eur fermi (mb);41.920.328;12.565.482;08:00-09:00;760;22;Elevati;30;36;38;34;712
eur fermi (mb);41.920.328;12.565.482;12:00-13:00;410;32;Moderati;29;27;48;34;712
eur fermi (mb);41.920.328;12.565.482;18:00-19:00;924;19;Elevati;30;36;31;32;712
spinaceto;41.874.538;12.567.782;08:00-09:00;836;17;Elevati;27;34;36;32;731
spinaceto;41.874.538;12.567.782;12:00-13:00;384;32;Moderati;20;29;44;31;731
spinaceto;41.874.538;12.567.782;18:00-19:00;719;23;Elevati;28;35;31;31;731
villaggio azzurro;41.921.180;12.566.337;08:00-09:00;949;22;Elevati;23;25;36;28;705
villaggio azzurro;41.921.180;12.566.337;12:00-13:00;350;32;Moderati;34;39;45;39;705
villaggio azzurro;41.921.180;12.566.337;18:00-19:00;938;22;Elevati;24;33;45;34;705
eur fermi (mb);41.920.245;12.565.415;08:00-09:00;779;24;Elevati;30;30;37;32;712
eur fermi (mb);41.920.245;12.565.415;12:00-13:00;484;31;Moderati;27;30;47;34;712
eur fermi (mb);41.920.245;12.565.415;18:00-19:00;907;19;Elevati;21;35;41;32;712
spinaceto;41.874.568;12.567.565;08:00-09:00;967;17;Elevati;38;39;43;40;731
spinaceto;41.874.568;12.567.565;12:00-13:00;476;35;Moderati;21;31;30;27;731
spinaceto;41.874.568;12.567.565;18:00-19:00;712;19;Elevati;30;29;45;34;731
tor de' cenci;41.920.433;12.565.558;08:00-09:00;989;22;Elevati;38;32;34;34;706
tor de' cenci;41.920.433;12.565.558;12:00-13:00;440;34;Moderati;36;34;45;38;706
tor de' cenci;41.920.433;12.565.558;18:00-19:00;909;16;Elevati;37;35;34;35;706
eur agricoltura;419.208.342.042.969;125.656.369.328.393;08:00-09:00;942;22;Elevati;20;34;34;29;788
eur agricoltura;419.208.342.042.969;125.656.369.328.393;12:00-13:00;475;35;Moderati;22;39;38;33;788
eur agricoltura;419.208.342.042.969;125.656.369.328.393;18:00-19:00;723;17;Elevati;29;29;39;32;788
torrino;41.862.195;12.646.265;08:00-09:00;862;20;Elevati;32;36;36;34;708
torrino;41.862.195;12.646.265;12:00-13:00;412;37;Moderati;29;33;49;37;708
torrino;41.862.195;12.646.265;18:00-19:00;771;19;Elevati;20;33;47;33;708
i.f.o. (h);41.920.578;12.565.643;08:00-09:00;842;22;Elevati;33;32;45;36;708
i.f.o. (h);41.920.578;12.565.643;12:00-13:00;471;37;Moderati;32;29;30;30;708
i.f.o. (h);41.920.578;12.565.643;18:00-19:00;768;22;Elevati;36;32;47;38;708
casal brunori;4.196.741.164.885.860;12.335.697.018.832.500;08:00-09:00;831;15;Elevati;37;28;30;31;708
casal brunori;4.196.741.164.885.860;12.335.697.018.832.500;12:00-13:00;448;32;Moderati;38;37;38;37;708
casal brunori;4.196.741.164.885.860;12.335.697.018.832.500;18:00-19:00;774;20;Elevati;35;31;46;37;708
mezzocammino;41.793.005;12.446.812;08:00-09:00;791;18;Elevati;33;27;40;33;708
mezzocammino;41.793.005;12.446.812;12:00-13:00;301;38;Moderati;38;28;42;36;708
mezzocammino;41.793.005;12.446.812;18:00-19:00;987;24;Elevati;31;35;48;38;708
eur fermi (mb);4.189.705.096.262.870;12.591.176.936.797.000;08:00-09:00;923;21;Elevati;20;28;36;28;712
eur fermi (mb);4.189.705.096.262.870;12.591.176.936.797.000;12:00-13:00;359;34;Moderati;37;37;45;39;712
eur fermi (mb);4.189.705.096.262.870;12.591.176.936.797.000;18:00-19:00;796;20;Elevati;23;25;44;30;712
casal palocco;41.862.310;12.645.568;08:00-09:00;901;16;Elevati;24;31;40;31;709
casal palocco;41.862.310;12.645.568;12:00-13:00;383;35;Moderati;29;34;44;35;709
casal palocco;41.862.310;12.645.568;18:00-19:00;971;24;Elevati;20;30;40;30;709
eur fermi (mb);4.184.457.649.556.710;12.419.630.143.107.900;08:00-09:00;867;19;Elevati;27;34;45;35;712
eur fermi (mb);4.184.457.649.556.710;12.419.630.143.107.900;12:00-13:00;457;35;Moderati;32;32;31;31;712
eur fermi (mb);4.184.457.649.556.710;12.419.630.143.107.900;18:00-19:00;981;21;Elevati;30;35;38;34;712
giardino di roma;41.861.997;12.646.415;08:00-09:00;900;23;Elevati;24;37;40;33;712
giardino di roma;41.861.997;12.646.415;12:00-13:00;439;38;Moderati;26;28;49;34;712
giardino di roma;41.861.997;12.646.415;18:00-19:00;952;20;Elevati;36;33;36;35;712
acilia;41.920.245;12.565.415;08:00-09:00;791;16;Elevati;26;38;32;32;712
acilia;41.920.245;12.565.415;12:00-13:00;471;31;Moderati;37;30;49;38;712
acilia;41.920.245;12.565.415;18:00-19:00;723;23;Elevati;24;39;34;32;712
colli portuensi;4.198.225.331.680.400;12.269.838.622.724.100;08:00-09:00;945;19;Elevati;38;37;45;40;713
colli portuensi;4.198.225.331.680.400;12.269.838.622.724.100;12:00-13:00;358;38;Moderati;25;28;49;34;713
colli portuensi;4.198.225.331.680.400;12.269.838.622.724.100;18:00-19:00;886;20;Elevati;24;26;40;30;713
trullo;41.861.830;12.646.523;08:00-09:00;783;22;Elevati;35;34;42;37;775
trullo;41.861.830;12.646.523;12:00-13:00;339;31;Moderati;26;25;35;28;775
trullo;41.861.830;12.646.523;18:00-19:00;709;21;Elevati;23;37;35;31;775
magliana;419.208.342.042.969;125.656.369.328.393;08:00-09:00;934;19;Elevati;36;38;33;35;713
magliana;419.208.342.042.969;125.656.369.328.393;12:00-13:00;411;31;Moderati;36;39;36;37;713
magliana;419.208.342.042.969;125.656.369.328.393;18:00-19:00;796;18;Elevati;26;26;35;29;713
termini (ma-mb-fs);4.183.360.259.653.830;12.570.011.073.894.300;08:00-09:00;914;17;Elevati;27;31;49;35;714
termini (ma-mb-fs);4.183.360.259.653.830;12.570.011.073.894.300;12:00-13:00;360;36;Moderati;36;32;37;35;714
termini (ma-mb-fs);4.183.360.259.653.830;12.570.011.073.894.300;18:00-19:00;941;19;Elevati;26;32;40;32;714
pala lottomatica;41.861.742;12.646.587;08:00-09:00;711;20;Elevati;31;35;35;33;791
pala lottomatica;41.861.742;12.646.587;12:00-13:00;392;31;Moderati;35;31;47;37;791
pala lottomatica;41.861.742;12.646.587;18:00-19:00;724;15;Elevati;33;30;34;32;791
p.zza tiberio imperatore;41.998.686.966.563.400;1.258.013.287.000.540;08:00-09:00;763;23;Elevati;27;32;39;32;715
p.zza tiberio imperatore;41.998.686.966.563.400;1.258.013.287.000.540;12:00-13:00;436;32;Moderati;20;33;32;28;715
p.zza tiberio imperatore;41.998.686.966.563.400;1.258.013.287.000.540;18:00-19:00;959;22;Elevati;21;28;44;31;715
teatro marcello;41.861.645;12.646.640;08:00-09:00;743;15;Elevati;26;25;40;30;781
teatro marcello;41.861.645;12.646.640;12:00-13:00;473;35;Moderati;23;31;37;30;781
teatro marcello;41.861.645;12.646.640;18:00-19:00;723;22;Elevati;39;39;35;37;781
v.le ballarin;417.015.052.161.151;12.557.136.258.492.600;08:00-09:00;739;24;Elevati;35;33;43;37;716
v.le ballarin;417.015.052.161.151;12.557.136.258.492.600;12:00-13:00;353;32;Moderati;26;38;32;32;716
v.le ballarin;417.015.052.161.151;12.557.136.258.492.600;18:00-19:00;706;15;Elevati;24;30;32;28;716
teatro marcello;41.861.527;12.646.710;08:00-09:00;838;18;Elevati;27;34;44;35;781
teatro marcello;41.861.527;12.646.710;12:00-13:00;475;33;Moderati;36;28;43;35;781
teatro marcello;41.861.527;12.646.710;18:00-19:00;787;21;Elevati;29;32;37;32;781
ostiense (mb-rl-fs);4.175.958.445.450.570;12.561.577.837.213.100;08:00-09:00;777;17;Elevati;36;29;40;35;769
ostiense (mb-rl-fs);4.175.958.445.450.570;12.561.577.837.213.100;12:00-13:00;373;38;Moderati;20;37;34;30;769
ostiense (mb-rl-fs);4.175.958.445.450.570;12.561.577.837.213.100;18:00-19:00;839;24;Elevati;25;28;41;31;769
portuense;418.619.244.998.397;126.463.855.057.837;08:00-09:00;818;19;Elevati;36;36;45;39;774
portuense;418.619.244.998.397;126.463.855.057.837;12:00-13:00;309;33;Moderati;39;37;31;35;774
portuense;418.619.244.998.397;126.463.855.057.837;18:00-19:00;908;17;Elevati;21;27;33;27;774
ostiense (mb-rl-fs);41.901.297;12.500.420;08:00-09:00;810;24;Elevati;26;28;31;28;769
ostiense (mb-rl-fs);41.901.297;12.500.420;12:00-13:00;441;34;Moderati;28;35;46;36;769
ostiense (mb-rl-fs);41.901.297;12.500.420;18:00-19:00;734;17;Elevati;24;35;34;31;769
trastevere (fs);41.881.055;12.619.602;08:00-09:00;901;16;Elevati;25;38;32;31;786f
trastevere (fs);41.881.055;12.619.602;12:00-13:00;383;30;Moderati;23;30;34;29;786f
trastevere (fs);41.881.055;12.619.602;18:00-19:00;888;17;Elevati;21;35;34;30;786f
portuense;4.191.030.698.703.240;12.287.266.551.051.600;08:00-09:00;969;22;Elevati;27;25;34;28;774
portuense;4.191.030.698.703.240;12.287.266.551.051.600;12:00-13:00;406;38;Moderati;37;30;38;35;774
portuense;4.191.030.698.703.240;12.287.266.551.051.600;18:00-19:00;768;21;Elevati;31;33;36;33;774
trullo;4.179.395.226.156.080;1.230.498.487.365.300;08:00-09:00;765;24;Elevati;38;35;37;36;775
trullo;4.179.395.226.156.080;1.230.498.487.365.300;12:00-13:00;377;37;Moderati;33;29;33;31;775
trullo;4.179.395.226.156.080;1.230.498.487.365.300;18:00-19:00;780;22;Elevati;26;25;47;32;775
rimessa magliana;419.271.252.843.552;12.541.451.180.254.400;08:00-09:00;961;18;Elevati;21;35;42;32;719
rimessa magliana;419.271.252.843.552;12.541.451.180.254.400;12:00-13:00;426;37;Moderati;20;28;38;28;719
rimessa magliana;419.271.252.843.552;12.541.451.180.254.400;18:00-19:00;999;17;Elevati;27;26;30;27;719
circolare laurentina (mb);41.901.000;12.499.733;08:00-09:00;702;17;Elevati;22;39;34;31;723
circolare laurentina (mb);41.901.000;12.499.733;12:00-13:00;317;37;Moderati;38;37;36;37;723
circolare laurentina (mb);41.901.000;12.499.733;18:00-19:00;937;17;Elevati;37;39;36;37;723
fioranello;41.870.500;12.634.117;08:00-09:00;890;15;Elevati;25;28;31;28;720
fioranello;41.870.500;12.634.117;12:00-13:00;418;35;Moderati;26;26;34;28;720
fioranello;41.870.500;12.634.117;18:00-19:00;954;22;Elevati;34;26;39;33;720
ciampino aeroporto;418.036.796.391.811;12.448.608.921.168.800;08:00-09:00;815;20;Elevati;26;30;47;34;720
ciampino aeroporto;418.036.796.391.811;12.448.608.921.168.800;12:00-13:00;408;32;Moderati;21;29;42;30;720
ciampino aeroporto;418.036.796.391.811;12.448.608.921.168.800;18:00-19:00;973;18;Elevati;22;35;37;31;720
circolare laurentina (mb);41.900.835;12.500.470;08:00-09:00;827;20;Elevati;27;25;45;32;723
circolare laurentina (mb);41.900.835;12.500.470;12:00-13:00;453;32;Moderati;22;25;37;28;723
circolare laurentina (mb);41.900.835;12.500.470;18:00-19:00;942;15;Elevati;22;38;39;33;723
laurentino 38;41.880.396.953.951.600;12.566.048.573.029.900;08:00-09:00;967;19;Elevati;38;29;31;32;779f
laurentino 38;41.880.396.953.951.600;12.566.048.573.029.900;12:00-13:00;449;32;Moderati;32;27;39;32;779f
laurentino 38;41.880.396.953.951.600;12.566.048.573.029.900;18:00-19:00;803;24;Elevati;28;32;34;31;779f
agricoltura;41.901.522;12.499.110;08:00-09:00;939;22;Elevati;30;33;44;35;724
agricoltura;41.901.522;12.499.110;12:00-13:00;322;38;Moderati;26;38;44;36;724
agricoltura;41.901.522;12.499.110;18:00-19:00;736;22;Elevati;33;26;42;33;724
pavese;4.184.006.024.956.960;12.358.131.425.286.400;08:00-09:00;820;19;Elevati;24;31;39;31;724
pavese;4.184.006.024.956.960;12.358.131.425.286.400;12:00-13:00;425;31;Moderati;21;27;34;27;724
pavese;4.184.006.024.956.960;12.358.131.425.286.400;18:00-19:00;972;16;Elevati;34;35;43;37;724
laurentino 38;4.172.617.791.465.700;12.455.892.672.597.700;08:00-09:00;741;18;Elevati;22;32;41;31;779f
laurentino 38;4.172.617.791.465.700;12.455.892.672.597.700;12:00-13:00;355;30;Moderati;20;27;45;30;779f
laurentino 38;4.172.617.791.465.700;12.455.892.672.597.700;18:00-19:00;714;22;Elevati;22;39;43;34;779f
spinaceto;41.900.737;12.500.473;08:00-09:00;996;21;Elevati;25;34;40;33;731
spinaceto;41.900.737;12.500.473;12:00-13:00;361;30;Moderati;20;32;39;30;731
spinaceto;41.900.737;12.500.473;18:00-19:00;798;16;Elevati;28;29;30;29;731
vallerano;4.184.514.879.964.750;12.227.458.904.429.100;08:00-09:00;946;19;Elevati;22;34;49;35;731
vallerano;4.184.514.879.964.750;12.227.458.904.429.100;12:00-13:00;359;30;Moderati;39;38;37;38;731
vallerano;4.184.514.879.964.750;12.227.458.904.429.100;18:00-19:00;814;19;Elevati;32;39;46;39;731
campus biomedico (h);41.789.775.822.508.300;12.258.419.293.992.600;08:00-09:00;877;20;Elevati;37;31;43;37;731
campus biomedico (h);41.789.775.822.508.300;12.258.419.293.992.600;12:00-13:00;453;37;Moderati;34;32;30;32;731
campus biomedico (h);41.789.775.822.508.300;12.258.419.293.992.600;18:00-19:00;924;23;Elevati;30;32;40;34;731
trigoria;41.897.820.773.875.400;12.567.066.490.087.300;08:00-09:00;805;15;Elevati;20;35;43;32;731
trigoria;41.897.820.773.875.400;12.567.066.490.087.300;12:00-13:00;457;38;Moderati;22;39;32;31;731
trigoria;41.897.820.773.875.400;12.567.066.490.087.300;18:00-19:00;784;18;Elevati;27;29;35;30;731
dino viola;4.188.414.001.951.740;12.270.592.229.256.500;08:00-09:00;941;19;Elevati;25;37;39;33;731
dino viola;4.188.414.001.951.740;12.270.592.229.256.500;12:00-13:00;426;35;Moderati;39;36;31;35;731
dino viola;4.188.414.001.951.740;12.270.592.229.256.500;18:00-19:00;963;16;Elevati;23;33;49;35;731
eur agricoltura;41.900.473;12.500.650;08:00-09:00;739;21;Elevati;32;31;49;37;788
eur agricoltura;41.900.473;12.500.650;12:00-13:00;411;36;Moderati;28;39;49;38;788
eur agricoltura;41.900.473;12.500.650;18:00-19:00;840;20;Elevati;34;26;40;33;788
fonte meravigliosa;4.173.845.130.564.730;1.257.502.751.104.550;08:00-09:00;893;17;Elevati;27;32;37;32;762
